"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"Atp2b1"	12.6814623252371	0.0782463467636235	0.180898604008999	0.258766133453351	0.999629461123645
"Lims1"	27.1107809398108	0.0179047249386421	0.148430956226998	0.822231952708717	0.999629461123645
"Hspa5"	1169.02607270641	-0.0310824155757129	0.0701722489531244	0.627176166410217	0.999629461123645
"Il11"	44.8727377473483	0.0232992068451985	0.149254154541905	0.769244985208587	0.999629461123645
"Msrb3"	33.796836536839	-0.0319031460001413	0.145720989658044	0.698719661372823	0.999629461123645
"Uchl5"	30.1026333764269	-0.0518581769233565	0.151736980622036	0.531965366970074	0.999629461123645
"Gm19689"	3.87699484926203	-0.0135329385125906	0.17018987943503	0.738444002272389	0.999629461123645
"Eme1"	2.02126719854904	-0.0117737204353913	0.172382635144449	0.700077785938939	0.999629461123645
"Crot"	35.5912375983346	0.163100806947169	0.203516723116361	0.112055335424016	0.977744269042584
"Stard10"	93.090023011884	-0.0628662232603913	0.124339790703447	0.482286541345237	0.999629461123645
"Cyp4f13"	31.533051812935	0.0843650283229555	0.16487693464811	0.327090255766694	0.999629461123645
"Slk"	21.3953947764117	0.00183763400175036	0.151088563096779	0.981797738609894	0.999629461123645
"Znhit1"	237.654503066394	0.116518503065648	0.10262770302753	0.165161755760241	0.999629461123645
"Jph1"	3.89889493805591	-0.025647971695537	0.172134506313156	0.529518156449644	0.999629461123645
"Pdia6"	505.648040880615	-0.0823185505982906	0.087728174710813	0.277692549470514	0.999629461123645
"Ttc5"	19.5919529634704	-0.0439947712216577	0.159765016577717	0.553324192863126	0.999629461123645
"Zadh2"	35.4442181529035	-0.0576887718654307	0.148241793918972	0.502384726798901	0.999629461123645
"Csrp2"	91.3883389352733	-0.497718657767824	0.186520821466062	0.000655884739113389	0.0335829591102995
"Sqstm1"	760.235335524718	-0.0970401515185522	0.0869741644729305	0.19823296997595	0.999629461123645
"Dlg2"	10.2670531696143	0.00266514919026578	0.1623333262382	0.965660340629161	0.999629461123645
"Arhgef2"	11.5112812430025	-0.0685912917152484	0.177615010458065	0.295518934271492	0.999629461123645
"Ephx1"	307.711147532151	-0.0676381559132155	0.103044639960991	0.418652904674119	0.999629461123645
"Rcbtb1"	10.6565001978372	-0.0723368097260107	0.180255987294005	0.264918768885736	0.999629461123645
"Imp3"	63.638250771179	-0.0791327549972138	0.136242614412441	0.387068377235745	0.999629461123645
"Prdx1"	1385.87314076581	0.0322415687999045	0.0754238830932206	0.635175826033073	0.999629461123645
"Pde7a"	12.0044342616411	-0.0465621214571034	0.167707655289557	0.474836440949377	0.999629461123645
"Agpat5"	37.5353827308709	0.0113796549648503	0.141474304427566	0.892244408722863	0.999629461123645
"Creb3l2"	5.12545115421991	-0.0134772180265505	0.168493732830372	0.771732888131152	0.999629461123645
"Galnt10"	52.2928473234356	-0.182197402020173	0.187485949892718	0.0929534215757388	0.927623166794071
"Csnk2b"	126.200673019634	0.0361263685060288	0.109705091032577	0.673693808566145	0.999629461123645
"Maf1"	125.205871160822	-0.0406445659495351	0.115682044617567	0.640709534401247	0.999629461123645
"6030458C11Rik"	8.12162078256951	0.025277883037656	0.167356888765321	0.644023964384867	0.999629461123645
"Eif3l"	62.5051910924601	-0.000341987789693471	0.130890139702042	0.995510972928863	0.999629461123645
"Vps36"	23.56592408757	0.00673342163168785	0.150158426096341	0.931347843219202	0.999629461123645
"Ghitm"	342.348012525533	0.0129920262793104	0.0848832193783366	0.863198087767782	0.999629461123645
"Nme3"	66.1444568471149	-0.288181997004564	0.195119096843034	0.0222383076815297	0.47891368102799
"Rbbp4"	69.7425981647027	0.00848644025435846	0.125756757303109	0.933730750486278	0.999629461123645
"Slc2a4"	1.79092212252017	-0.0256019005878299	0.174973213651368	0.364590327555573	0.999629461123645
"Ndufs1"	88.9788224278832	-0.113810117925581	0.135357655175526	0.23035447447269	0.999629461123645
"Tmem150a"	20.034226460616	0.0195132944085865	0.154066823383101	0.793039680176785	0.999629461123645
"Pcbp2"	62.6837872596387	0.0732023768742748	0.143083731609805	0.418385764758842	0.999629461123645
"Hmgxb4"	5.08772514100313	-0.029467026931219	0.171207988141037	0.526698469825659	0.999629461123645
"Vat1l"	923.736502229881	-0.366232356482609	0.0816794809486205	1.27357953399148e-06	0.000125649493048672
"Anxa6"	289.819925020512	-0.0343047443096021	0.0912530930860277	0.659689878054789	0.999629461123645
"Pls1"	13.7275186101643	-0.083490075731991	0.181622036842691	0.248797345931096	0.999629461123645
"Cnn3"	497.175280494429	0.247376632149284	0.09687469421732	0.00321879011566321	0.125192365556324
"Gm8624"	3.21825727472307	-0.0261613273713443	0.173507561210731	0.466464420156304	0.999629461123645
"Lrrc48"	13.8665837971547	0.043639715424649	0.16448918665204	0.524824930035412	0.999629461123645
"Ehd2"	29.4037705379483	-0.0214956710053743	0.147362029463802	0.78776331941198	0.999629461123645
"Usf2"	32.2473448315998	-0.0424668859052752	0.15030080578528	0.60281491110973	0.999629461123645
"Fam3a"	49.1920017474861	-0.000740455823784707	0.134753868495924	0.993677116523408	0.999629461123645
"Sars2"	10.4251389269173	-0.0109950440078098	0.16230846389261	0.854911618517906	0.999629461123645
"Chek2"	2.52201288106814	0.015894123491635	0.172344420199542	0.63045334248895	0.999629461123645
"Asah1"	83.353988805751	-0.100046093264828	0.135117685296457	0.285153615958879	0.999629461123645
"Uspl1"	17.9954153279396	-0.0375481724053044	0.158982002133487	0.605528757027464	0.999629461123645
"Tgfbi"	52.6770585770358	0.0311808181271863	0.170758102808386	0.5287848707412	0.999629461123645
"Dnmbp"	15.9093888968862	-0.0443767829199085	0.163658012635062	0.524664880477927	0.999629461123645
"Vps26b"	33.945684437578	-0.03933802746792	0.146349655302918	0.635949644707669	0.999629461123645
"Ensa"	66.7290243168026	0.0490169534561836	0.132382802359157	0.580392420180484	0.999629461123645
"Mprip"	134.992118782502	0.29517016508755	0.151767137843036	0.00980522134976874	0.27996790842222
"Rp9"	43.5857033911046	-0.0357756927519133	0.140680828841195	0.674621731098186	0.999629461123645
"Pisd-ps3"	44.8672624516185	-0.0205173214620904	0.170522685380812	0.631411383840492	0.999629461123645
"Nudt22"	39.0123612227341	-0.0137827151959393	0.13897264375906	0.869333258334522	0.999629461123645
"Plxnb2"	381.792889552764	0.0382443968700275	0.087233264239322	0.613490983256839	0.999629461123645
"Clic4"	37.529309017183	1.04777462171699	0.276985088956801	8.13939103488158e-06	0.000681182829022676
"Flii"	89.9943667552748	0.0795834323582251	0.126871460187325	0.382259156694058	0.999629461123645
"Map3k21"	4.22672903732992	-0.0402449595526628	0.175840068043598	0.336744809254784	0.999629461123645
"Gpatch4"	10.8640606180431	0.0240028787141105	0.164052203149664	0.69468487431089	0.999629461123645
"Zbtb40"	1.61628655251413	-0.0212925542606929	0.174259728236769	0.439208538187393	0.999629461123645
"Vps41"	108.506544228496	0.0475585546149298	0.118582538268527	0.589126307954118	0.999629461123645
"Fancf"	1.5194599778887	0.0189175519788506	0.174189417037195	0.455975541763844	0.999629461123645
"Zfp953"	1.56386981369199	-0.0209184684383909	0.174273240200937	0.441477273618364	0.999629461123645
"Tmeff1"	1.28175727463962	0.0127405257178222	0.173437259845476	0.611362178068897	0.999629461123645
"Zfp954"	8.60549034986757	-0.0544861741739404	0.175022102719494	0.347339491090797	0.999629461123645
"Ralgapa2"	5.53608812182725	0.0411490980775206	0.174469864949459	0.382184764197576	0.999629461123645
"Ngrn"	45.5993897141457	-0.106105360342113	0.160362651525415	0.257051572640854	0.999629461123645
"Plbd2"	174.947102450248	-0.0718256526973979	0.111482597154212	0.408943326011952	0.999629461123645
"Herc6"	37.4370260195157	1.80709783043735	0.304495569959703	1.77048301764814e-10	2.75446300245643e-08
"Tjp1"	16.3333536578332	0.0376830502127094	0.160693138833893	0.595820648870412	0.999629461123645
"Krt18"	774.15996058325	0.291079523295686	0.0800174639685792	6.87813410273637e-05	0.0046370087409281
"Fkbp7"	11.0908329503161	0.000240917215570244	0.161466743219068	0.998346692972959	0.999629461123645
"Slc25a20"	46.8996672548564	-0.0698860144502713	0.143014874192979	0.43691133908211	0.999629461123645
"Tmem241"	7.43019012154592	-0.0356477595592593	0.169659248232767	0.515544139585182	0.999629461123645
"2310009B15Rik"	16.9221491370925	0.000643519282535783	0.157714169804025	0.993607125442686	0.999629461123645
"Fhod1"	5.52688042756928	0.0462658042167293	0.17594305372004	0.338758463998845	0.999629461123645
"Gtf2i"	102.112953005842	-0.312614203903733	0.157541492423572	0.00795200753663417	0.241244028642639
"Rab11b"	75.2152705190702	-0.0260210584163329	0.124154735444521	0.765715021575501	0.999629461123645
"Dcp1b"	6.53330421087863	0.0275591329983557	0.170132879590126	0.569870865257323	0.999629461123645
"Lcat"	14.9129416159505	-0.0275030954496024	0.160605774873868	0.682437239352921	0.999629461123645
"Kifc5b"	1.5400984382108	0.0110602759620435	0.172982457822799	0.680204985764052	0.999629461123645
"Oit3"	4.02895198795976	-0.0184923857885077	0.170826729509438	0.648850485326634	0.999629461123645
"Gm14403"	7.00118909952391	-0.00120702174517648	0.166487633691195	0.979375324934731	0.999629461123645
"Snx8"	28.5621170735163	-0.0479590797134423	0.156997357785488	0.538075146079877	0.999629461123645
"Isyna1"	142.848166097912	0.298938305506354	0.172284505264917	0.0139479600047236	0.357840369254378
"Atg5"	31.8714585874685	0.0227615557575869	0.146031938164064	0.780976246040024	0.999629461123645
"Ube2j1"	83.5223874409111	-0.00842336589065357	0.122603783873288	0.922843681893343	0.999629461123645
"Rac3"	2.87513400349799	-0.018385207671597	0.172721810783371	0.575621709241924	0.999629461123645
"Mrps17"	113.112052534707	-0.0302244478245358	0.113513132183008	0.726268894465412	0.999629461123645
"Rnf115"	32.4638643751822	0.353962901374559	0.326677149216407	0.0198429598925392	0.450925689692815
"Pltp"	233.436277722115	-0.0745721796483161	0.113484192427368	0.395169213195729	0.999629461123645
"Mrps18a"	199.556255596122	0.0360705975092556	0.100729590850098	0.662374967791873	0.999629461123645
"Klhl13"	11.2498809535557	0.0200670436383993	0.162585602679607	0.748113763942983	0.999629461123645
"Erlin2"	339.062814671367	-0.0625525419030857	0.100495812884233	0.453259150765105	0.999629461123645
"Eif3c"	94.9872665705785	-0.0410540649275369	0.119562115976962	0.639976589546043	0.999629461123645
"Cdk5"	114.806402815934	-0.073338801335599	0.120518004297422	0.413376579329536	0.999629461123645
"Adgre5"	11.5572352680191	-0.0345096032257318	0.164870122984684	0.586735971662702	0.999629461123645
"Zfp949"	3.00833949148346	0.0157186356389306	0.171746066793745	0.659743207210795	0.999629461123645
"Id2"	43.1915570436921	-0.0474345936868144	0.144114230436868	0.569388565895377	0.999629461123645
"Zfp385b"	3.77222781901131	0.0302974764854333	0.173175944253861	0.462515350881896	0.999629461123645
"A930015D03Rik"	1.59277231631895	0.0394970366714325	0.179588767644508	0.106343327980136	0.963761228557844
"Abl1"	23.0995221839573	-0.0518972252210935	0.159218771938301	0.502480799754712	0.999629461123645
"Kyat1"	14.0157352678598	-0.121435910803449	0.207968519047258	0.124678032005275	0.983800905648825
"Rdh11"	10.1645936010162	0.00202230087687731	0.162908715095999	0.976079419684692	0.999629461123645
"Zzef1"	9.10803053536141	0.0154582545533567	0.164730591509952	0.786995315058443	0.999629461123645
"6330403K07Rik"	4.86860994174565	-0.0160365169372991	0.169500646791708	0.715134923380686	0.999629461123645
"Elp3"	73.0598551844801	-0.126881529077454	0.146651631804625	0.194052407888119	0.999629461123645
"Smarcd1"	8.99628966510896	0.0427380834199481	0.171423880999232	0.446103830689185	0.999629461123645
"Mmp12"	9.77297308850332	-0.00164439328104039	0.170899842973724	0.959952007303588	0.999629461123645
"Evi5"	16.2800175305319	-0.0200621017354652	0.159986529336915	0.761870836051991	0.999629461123645
"Rsph3a"	3.73471122239623	0.00525180518761882	0.169534665035252	0.898971222000662	0.999629461123645
"Elmod2"	8.87652017763571	-0.0512510105419165	0.173110731870346	0.384667571524516	0.999629461123645
"Pdxk"	81.5579829520963	0.00155638470822184	0.123002980427981	0.985851538976514	0.999629461123645
"C130046K22Rik"	1.87890279696423	0.0159593037310264	0.172996154505611	0.594867092260544	0.999629461123645
"Bag6"	23.2004507058652	0.10063709716064	0.183973828673428	0.217920289396314	0.999629461123645
"Zfp655"	13.9074610851914	0.0293683214215553	0.161751549195357	0.660698410654732	0.999629461123645
"Pdss1"	3.07287295018393	-0.0054522597459638	0.170783340100416	0.877619375621514	0.999629461123645
"Sumf1"	62.2282013525586	-0.0606912779223824	0.137571579193481	0.496474003173614	0.999629461123645
"Txndc5"	62.0337974227457	-0.0377922194506876	0.129966217754645	0.66721726414292	0.999629461123645
"D10Jhu81e"	96.4490357001771	-0.115297286359581	0.130539319870043	0.220819668450698	0.999629461123645
"Farp1"	13.4352910444129	0.00575349688422712	0.159093502525934	0.931912333702325	0.999629461123645
"Ccdc14"	1.79814346045462	-0.000176802962035444	0.172152800248609	0.994284417290563	0.999629461123645
"Dnlz"	133.216628213666	-0.0640355007495304	0.111458771013567	0.459801218392642	0.999629461123645
"Gng2"	26.5386242905373	-0.0570390304825046	0.159154917386493	0.472148356381235	0.999629461123645
"Cdc42bpb"	17.1760577330165	-0.0231356687026894	0.156936783287797	0.74456178116607	0.999629461123645
"Osbpl9"	62.0027664964054	-0.0117653954308072	0.12681214860177	0.891813047605082	0.999629461123645
"Rflnb"	17.5971565475874	0.0729145773240536	0.172538222445119	0.329477383955552	0.999629461123645
"Clcn6"	4.26408684938807	-0.0297188673713459	0.173173598513425	0.459239543378772	0.999629461123645
"Glo1"	285.159799201168	-0.0685818741581022	0.0940204147158839	0.38668392257136	0.999629461123645
"Selenon"	30.5721730624211	0.0229322252656967	0.151189398364823	0.771290504332394	0.999629461123645
"Ggnbp1"	4.67883186295386	-0.00953912493159295	0.168921298612568	0.826753600660895	0.999629461123645
"Prpf40b"	16.8430340928034	0.0793948721523483	0.175205780964362	0.298344054226054	0.999629461123645
"Ociad1"	354.219947640827	-0.0195564065701425	0.0876830710114633	0.795538163237151	0.999629461123645
"Rhbdl2"	3.09643853453415	-0.0188684731429256	0.17213979519765	0.600565081007342	0.999629461123645
"Mycbpap"	5.05034493605938	-0.059097304456702	0.181832518426403	0.218951745344178	0.999629461123645
"Cbr1"	142.395881515227	-0.0547795596242957	0.1164462623739	0.532022615838579	0.999629461123645
"Metap1"	29.5049021719366	0.0876329591729967	0.163639117816434	0.317603062920871	0.999629461123645
"Sipa1l3"	4.36388184911092	0.00229009396781172	0.169573817495316	0.952440565780667	0.999629461123645
"Akap7"	5.2438696555831	0.0229434067756207	0.16978919152457	0.624631562960365	0.999629461123645
"Rprd1a"	3.24785870292094	-0.00396488459071473	0.17072759159998	0.911097347716101	0.999629461123645
"Lrrc6"	3.53112976025833	0.00336988092582092	0.169975614083609	0.93186525528268	0.999629461123645
"Rbm48"	3.54781808458539	-0.0260200066741078	0.173079549737395	0.48686177775727	0.999629461123645
"Dnajc30"	34.1039588814875	0.0577327867311751	0.150301423625881	0.499036815505831	0.999629461123645
"Nsfl1c"	143.425124585148	-0.0349750703732778	0.109891230683466	0.683227738430866	0.999629461123645
"Ddx58"	40.2639196235362	1.02945644437409	0.271209214002735	7.93992947448505e-06	0.00066910447342275
"Acbd4"	103.709969934243	-0.151804164037027	0.145495903843692	0.129539077413824	0.991572651004691
"Dtl"	2.78118945452256	-0.00313151541465073	0.170863290883325	0.927697063740916	0.999629461123645
"Trp53i13"	30.6203363001346	0.056044652742044	0.154008652383852	0.499471178066982	0.999629461123645
"Abhd17c"	10.1987197207236	0.108745706230639	0.2073838363757	0.108347548528321	0.968107627495969
"Mapkapk3"	24.1235545672667	0.0253640285436883	0.154266170059193	0.736433662829787	0.999629461123645
"Rrn3"	21.6478241461051	-0.0428213356802558	0.15952700298022	0.563406508661495	0.999629461123645
"Crtap"	93.6495574597038	-0.0918715027341148	0.129469759092521	0.318872766225354	0.999629461123645
"Dhx37"	5.82647248257498	-0.0185686898175611	0.168599971516446	0.697714320048281	0.999629461123645
"Zfp119a"	2.43645174113315	-0.0166659266139195	0.172433371479515	0.614979315459002	0.999629461123645
"Ddx52"	18.4690074263316	0.0289956190780257	0.156585769768957	0.693296376986567	0.999629461123645
"Pf4"	23.9386850995576	0.000994775433664268	0.170350718621363	0.981720211106834	0.999629461123645
"Minpp1"	34.9471113847831	0.0746431940164083	0.156436506571337	0.390490802202277	0.999629461123645
"Plac8"	3.3084165803338	1.90511261786617	1.24123672502158	0.00542936013841879	0.185071026066607
"Clk4"	15.1143241226804	-0.054892387786077	0.167971926753262	0.4280915721367	0.999629461123645
"Dcdc2b"	2.08311078948958	-0.0130669290503139	0.172799149662111	0.650424444092148	0.999629461123645
"Arcn1"	72.0241152024736	-0.022370292305347	0.127527360239283	0.797609228015114	0.999629461123645
"Smg5"	31.7442348132761	-0.109317115101408	0.175230784084326	0.227223531364426	0.999629461123645
"Il21r"	1.77604718754108	-0.01439821017652	0.173136538757152	0.604550011194746	0.999629461123645
"Snx7"	35.836165126158	0.07298584270355	0.153148130930266	0.405783679122951	0.999629461123645
"Vcpkmt"	4.83794758329469	0.0172224965789035	0.169562548509519	0.700402962231141	0.999629461123645
"Aldh7a1"	81.4268760485533	-0.0411937502188783	0.126783562995616	0.641104728607689	0.999629461123645
"Taf5l"	9.08182925413129	0.0293994662047645	0.166254301769773	0.616996567171024	0.999629461123645
"Csf2rb"	1.51568407275435	-0.00400040128926777	0.172703789070113	0.874993859408845	0.999629461123645
"Pld4"	3.00099479010439	0.00745083838553451	0.171179984405443	0.831225255931845	0.999629461123645
"Vma21"	62.5081324293774	0.0547767972501815	0.131494487588746	0.541123077491238	0.999629461123645
"Gfm1"	20.4233085824359	0.0153168027868806	0.153202042158581	0.837837855539362	0.999629461123645
"Ilkap"	35.6888214037896	-0.0143231348387324	0.142514172959186	0.861503524663582	0.999629461123645
"Usp6nl"	10.6323220219662	0.0151493328111199	0.163982285658468	0.796676942503139	0.999629461123645
"Psmb7"	74.4568379514393	-0.0259930656292628	0.124514649244974	0.75739818013423	0.999629461123645
"1810043G02Rik"	94.0987891613979	0.0543258971629666	0.120176041646047	0.539870000070227	0.999629461123645
"Metap2"	101.560899502329	0.0367957365071443	0.120751473599153	0.675500313808697	0.999629461123645
"Phtf1"	20.0660815747028	0.08450418325733	0.175419850524906	0.285080460222283	0.999629461123645
"Tifa"	10.0455547916743	0.0252704389386876	0.16451152438515	0.67631130896786	0.999629461123645
"Ccr5"	1.19686633297903	-0.0155262001913655	0.173875938189965	0.524482665771263	0.999629461123645
"Myo5a"	25.1908516137991	-0.0464663805411334	0.155677431975574	0.553809558245587	0.999629461123645
"Usp24"	11.139247060796	0.0694479697294341	0.178256832650262	0.289718887749669	0.999629461123645
"Shfm1"	355.057571795892	0.0688946085219758	0.0870275038671217	0.363280419607758	0.999629461123645
"Zxdb"	2.72195752861289	0.00428657498304326	0.17102553713027	0.903006267913049	0.999629461123645
"Lin7c"	51.7426935526927	-0.022491824983663	0.139861779091245	0.789300265264317	0.999629461123645
"Eid2b"	9.71662783886689	0.00306315070372805	0.163050881022117	0.967817506774817	0.999629461123645
"Jhy"	1.93081474422872	0.0176200679727296	0.173192111248091	0.5590627696681	0.999629461123645
"Sparcl1"	19.8635367549828	-0.0440865915415649	0.163164778318589	0.52988573619447	0.999629461123645
"Cpne1"	24.2702492457197	0.00437662584581609	0.151056417504804	0.955231193296963	0.999629461123645
"Fsd1l"	9.9486045918184	-0.0469476422139911	0.170082637889226	0.445190691578627	0.999629461123645
"Bambi"	13.5501379344638	-0.0777615533731475	0.182845790517914	0.237055398729754	0.999629461123645
"Dtx1"	4.21484898823711	0.00709529948585216	0.169336657972621	0.867382258234896	0.999629461123645
"Kcnq1ot1"	3.74450814026342	0.0263114090106123	0.172380722620683	0.517181107340258	0.999629461123645
"4930526I15Rik"	49.4778538665011	0.105720494237919	0.153677802635696	0.263283629588911	0.999629461123645
"Tsnaxip1"	2.75190440568754	-0.0142178470006722	0.171738711606177	0.683895809432535	0.999629461123645
"Mtmr11"	6.11857914850824	-0.00550086013324566	0.166651541954075	0.911074245084681	0.999629461123645
"4921504A21Rik"	2.23704882497831	-0.0190628170908686	0.173363710098456	0.525387243820395	0.999629461123645
"Plrg1"	23.5680444077528	0.0331582440024192	0.15290134165929	0.672910543621849	0.999629461123645
"Slc1a4"	6.01263175833065	-0.0103005557782887	0.167868814675103	0.825836547057337	0.999629461123645
"Prps2"	218.262778212004	-0.257505083364892	0.113551013926818	0.00620012051113529	0.199571518309355
"Gpr1"	3.20216493412297	-0.00440646048492657	0.170799935463159	0.900878718500599	0.999629461123645
"Nek2"	2.7696884330462	0.0376424250103476	0.177227739780025	0.261898697733996	0.999629461123645
"H2-T9"	13.6387219091133	1.75374985934929	0.461595151620289	7.70404495035033e-06	0.000659198013959219
"Eno1"	1774.36788357972	0.0939567222954307	0.0814311155100601	0.191944905404322	0.999629461123645
"Pcsk5"	1.51420053536056	-0.000715905893380884	0.172620660430368	0.977516374393758	0.999629461123645
"Slc25a15"	4.83119545845005	-0.00309134480231268	0.168062308528031	0.945008268010654	0.999629461123645
"Wdsub1"	16.4069041673865	-0.0210497963851639	0.158067787054413	0.759991346266973	0.999629461123645
"Smoc1"	15.9288361962538	-0.00460202634908457	0.158638121980145	0.943777892401354	0.999629461123645
"Uvrag"	25.0890118889081	0.0608873729700525	0.158400339397207	0.45470570625759	0.999629461123645
"Cfi"	2.63914113740362	-0.0317887765520349	0.175610918996777	0.332423675036202	0.999629461123645
"Clk3"	54.4349776097139	0.0230090361684609	0.138546993227894	0.788180834336854	0.999629461123645
"Slain1"	1.73489730678548	-0.015865862774961	0.173258405503698	0.575059853505456	0.999629461123645
"Grifin"	1.71881906753939	-0.0137860855853735	0.173330373486355	0.60102035862302	0.999629461123645
"Ppp3cc"	4.4624949877864	0.00263551165049111	0.168671553634743	0.949587791600323	0.999629461123645
"Vps9d1"	10.4468687183051	-0.0202452403762709	0.163112271118979	0.739849372799453	0.999629461123645
"Cdc123"	113.596825670893	-0.135285881837613	0.126776842094667	0.151301048028502	0.999629461123645
"Med22"	36.393328408107	-0.0519865944848107	0.146714269441371	0.540884827224323	0.999629461123645
"Fxyd5"	175.885107150733	0.0423551014195804	0.115446958402434	0.628054887198795	0.999629461123645
"Trappc10"	17.8189079400968	-0.0381026198106882	0.158879155942314	0.601360014837629	0.999629461123645
"Apobec3"	12.4583914146229	1.78303190759872	0.48150934391766	1.24214198338179e-05	0.000998237944923051
"Scimp"	4.28986953299094	0.0604240988365317	0.184046643932837	0.167090811019673	0.999629461123645
"Dctn1"	53.2421142452806	0.0418299910447525	0.135316923996028	0.634178415613439	0.999629461123645
"Frzb"	6.90975530635948	-0.0323103958746004	0.169993559808477	0.533583610028493	0.999629461123645
"Myo10"	26.5277801444795	-0.084183241272415	0.167874702932106	0.315675767498565	0.999629461123645
"Slc38a1"	28.7453544403384	-0.192717327994737	0.234645963610913	0.0752441127680711	0.848594152825784
"Jmjd6"	30.5062335517426	0.0467909230271331	0.150936026136503	0.571156497617621	0.999629461123645
"Tnfaip8"	92.1545217664058	0.0442499960988438	0.121261368311546	0.615745689084971	0.999629461123645
"Lbr"	15.6474160816874	-0.00125967774485249	0.157056478155596	0.984085550978693	0.999629461123645
"Gcdh"	29.6676875784426	0.00015638013166479	0.145239475669417	0.999597044956079	0.999629461123645
"Helz"	6.15051957400078	-0.015491050255991	0.167538719030736	0.754681534036569	0.999629461123645
"Morf4l1-ps1"	5.25417418297012	-0.023587468710525	0.170330957820977	0.600860471857573	0.999629461123645
"Tspan13"	30.0107933779902	-0.0169003879956754	0.146179370326505	0.832486027976164	0.999629461123645
"Prkca"	6.78642202540242	-0.0129737431251484	0.166864290915288	0.797337349614092	0.999629461123645
"U2af2"	6.95750962979091	0.0125380121930659	0.166435484818955	0.811029458526823	0.999629461123645
"Firre"	4.77424740457532	0.0133051642408727	0.169080566623295	0.764754713941033	0.999629461123645
"Hist2h2be"	1.18066042146186	0.0299340011353033	0.176857274165289	0.202153576740358	0.999629461123645
"Ano10"	47.127765814781	0.100181709893752	0.156213559800598	0.282550770638803	0.999629461123645
"Cdkn1a"	396.631790591738	0.259342298070357	0.103580119776367	0.00337216744840231	0.129026253384903
"Klhl17"	3.50029409990566	-0.0425025147820775	0.177209127398352	0.287797298962265	0.999629461123645
"1700003F12Rik"	4.61034526814126	-0.0522660153529209	0.179209728372251	0.256725587903163	0.999629461123645
"Tnfrsf1b"	6.52974064020616	0.0793208113123312	0.190943334382837	0.148399331824472	0.999629461123645
"Slc35e2"	7.29056543701343	-0.0336413562680893	0.169186856902088	0.537158057160414	0.999629461123645
"Bphl"	198.627710891993	-0.093079968329687	0.104231981483848	0.270787163294204	0.999629461123645
"Syt11"	43.3640433360709	-0.319860522820472	0.254579404832689	0.022258534495244	0.47891368102799
"Mina"	13.9982890976796	-0.0138024281576504	0.158801653724457	0.83553488971156	0.999629461123645
"Ccdc125"	3.66582257810814	0.0129083245864331	0.170318772102668	0.748785502080743	0.999629461123645
"Arid4b"	9.3190652379881	-0.00954559683925802	0.163786389899406	0.866912123895684	0.999629461123645
"Evi2a"	1.91262175484086	0.0161983254492551	0.172985673367209	0.591380012214249	0.999629461123645
"Bicd1"	4.09488404541537	-0.035676822674357	0.174549252645571	0.38826618152753	0.999629461123645
"Phlpp1"	11.2173942094647	-0.0134613286548994	0.163337697923283	0.818283322226916	0.999629461123645
"Lcn2"	177.198336763571	0.0648777097425708	0.187379243979603	0.118962057184434	0.978714958598719
"Scgb1c1"	2.06207503298334	-0.0347349189254331	0.176740048961627	0.27251304149474	0.999629461123645
"Lamc3"	1.55271903706878	0.0461576700815874	0.181749228921711	0.0872886007610702	0.906937277626692
"Fabp4"	1.6129981126563	0.013522955763872	0.173206703901791	0.615751700082459	0.999629461123645
"Ddx19a"	6.84941084667914	0.0378950147977418	0.171121650362691	0.476680383951422	0.999629461123645
"Tagln2"	86.5442526545881	0.0153618813542383	0.134837191486802	0.862408578711754	0.999629461123645
"Rbfox2"	6.28601514470275	-0.0202578668015678	0.168043783953547	0.686050565758654	0.999629461123645
"Polr3d"	14.7499239013562	-0.0137807497865825	0.158128062851553	0.838271615110552	0.999629461123645
"Zfp652"	1.35197812043994	-0.0384710098894066	0.179421699069503	0.102848578695135	0.95054646036974
"Pxdn"	4.42657487716411	0.0103409342391464	0.169686874533434	0.804268909384398	0.999629461123645
"Fam161b"	5.62716075724646	-0.046863940370925	0.175695589638233	0.343762486070791	0.999629461123645
"Prkra"	20.8386955282038	-0.0342321408565054	0.155164044170208	0.651050016198878	0.999629461123645
"Podxl2"	2.50814319848613	-0.0640004324082155	0.188712634652675	0.0676854632688065	0.813230788878185
"Hspa9"	275.873491306652	0.0568502637051309	0.0905344708445247	0.463723523212549	0.999629461123645
"Hn1"	217.134051101282	0.175510629819408	0.114020900411234	0.0541692880978633	0.738586204116634
"Ttyh3"	3.1867218550834	0.0373297512646006	0.175920977904219	0.331173050348033	0.999629461123645
"Setd4"	1.82504660248105	0.000494523058578585	0.172015320855367	0.987307681256424	0.999629461123645
"Tmem198b"	8.45670372080776	0.0509386442516268	0.173022691492387	0.389408628922955	0.999629461123645
"5031439G07Rik"	22.7638063099562	0.0837935040303286	0.171069425458898	0.31196535963802	0.999629461123645
"Ado"	8.3430684753252	0.0189022264088528	0.166786351375397	0.722185585750347	0.999629461123645
"Zmynd15"	3.37825830349957	0.101057821112629	0.215079711872807	0.0208151881531605	0.462091157401964
"Nelfe"	60.8221445932927	0.0398398360450772	0.13236282814459	0.652638287408705	0.999629461123645
"Zswim4"	10.7288444703568	0.0805918498188847	0.183953272543989	0.231854729123181	0.999629461123645
